ticker,dma200
PG,146.97243255615234
PGR,208.13802764892577
PH,888.092991027832
PHM,123.90916522979737
PKG,213.2501699066162
PLD,131.17431064605714
PLTR,156.80314990997314
PM,164.96743125915526
PNC,210.6364781188965
PNR,94.14897312164307
PNW,95.02038410186768
PODD,243.53985092163086
PPG,107.59937431335449
PPL,36.108622512817384
PRU,102.36323532104493
PSA,286.71478721618655
PSKY,12.397949252128601
PSX,153.01754138946532
PTC,159.94980072021485
PWR,544.9121627807617
PYPL,52.92077013015747
Q,116.5469918684526
QCOM,167.54503128051758
RCL,285.33346382141116
REG,73.21725723266601
REGN,700.2938021850586
RF,26.83782175064087
RJF,156.97624092102052
RL,354.17773544311524
RMD,236.59616050720214
ROK,400.4472375488281
ROL,55.757856121063234
ROP,391.98217269897464
ROST,195.31921478271485
RSG,213.80564025878905
RTX,183.77349433898925
RVTY,97.1777795791626
SBAC,193.2417540740967
SBUX,92.43232765197754
SCHW,94.41546863555908
SHW,332.0046272277832
SJM,102.19206733703614
SLB,45.30127764701843
SMCI,34.566099910736085
SNA,360.35273025512697
SNDK,745.2264503860474
SNPS,455.811901550293
SO,91.68827758789062
SOLV,74.62415002822875
SPG,189.78908683776856
SPGI,435.0519871520996
SRE,90.60318161010743
STE,235.39671295166016
STLD,190.06631912231444
STT,133.28011474609374
STX,472.25894660949706
STZ,144.51240341186522
SW,40.45266946792603
SWK,75.31601970672608
SWKS,64.6906046295166
SYF,73.78504154205322
SYK,344.43005081176756
SYY,77.30967227935791
T,24.876203174591065
TAP,44.05934942245484
TDG,1284.9561987304687
TDY,594.0637982177734
TECH,58.40116828918457
TEL,219.77308990478517
TER,273.7488339233398
TFC,47.49904926300049
TGT,109.0211082458496
TJX,152.75205696105957
TKO,196.3824513244629
TMO,526.5766166687011
TMUS,200.93059562683106
TPL,377.0400263977051
TPR,131.97177520751953
TRGP,212.94683067321776
TRMB,69.2996999168396
TROW,99.20907093048096
TRV,291.56198318481444
TSCO,45.769665269851686
TSLA,418.1399000549316
TSN,58.79481754302979
TT,434.47089416503906
TTD,31.680075035095214
TTWO,230.90100021362304
TXN,217.12611022949218
TXT,89.09096736907959
TYL,390.7607489013672
UAL,103.94799999237061
UBER,80.54780006408691
UDR,36.08035469055176
UHS,194.84313095092773
ULTA,559.5818998718262
UNH,335.7324073791504
UNP,243.94622703552247
UPS,98.95683300018311
URI,892.5885772705078
USB,52.56833152770996
V,328.1180178833008
VEEV,211.19345054626464
VICI,27.94796531677246
VLO,206.69339141845703
VLTO,94.38413566589355
VMC,290.92850311279295
VRSK,201.70205039978026
VRSN,255.68389892578125
VRT,236.76371574401855
VRTX,446.8808497619629
VST,166.79181884765626
VTR,79.87213165283202
VTRS,13.232976098060607
VZ,42.96404840469361
WAB,236.05508186340333
WAT,349.81230056762695
WBD,25.914100027084352
WDAY,172.5010496520996
WDC,301.8788360595703
WEC,111.13693714141846
WELL,197.9753089904785
WFC,83.79686363220215
WM,220.33447036743163
WMB,66.91741321563721
WMT,116.90903671264648
WRB,69.15397016525269
WSM,195.2155856323242
WST,278.1943891906738
WTW,299.52911323547363
WY,23.80053346633911
WYNN,111.74402694702148
XEL,77.97821159362793
XOM,134.9979999923706
XYL,129.49477878570556
XYZ,67.3702498626709
YUM,152.8548193359375
ZBH,91.07787391662598
ZBRA,248.60270011901855
ZTS,114.86681510925293
